itemno;title;description;abe-title;abe-description
70446;Photo Frame, Ginkgo Leafs;A wonderful photo fram with a ginkgo leaf decoration. It is perfect for photos of 10x15mm.;Bilderrahmen, Ginkgo;passend für Foto 10x15
70448;Dinosaur, Clear Crystal;A well finished and detailed dinosaur that is made of glass. The decoration item will look stunning in any apartment or house.;Dinosaurier, kristall klar;-
70450;Wizard, Crystal Elements, Gold Plated;This decoration item is made for all magicians. The gold plated wizard is adorned with some beautiful crystal glass elements. A wonderful ornament for a magical home!;Zauberer, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70453;;;Anhänger, Delfin, kristall matt;-
70463;Pendant, Sun Face, Frosted AB;A cute pendant that features the face of the sun. Chic and unique, it will make everyone smile who looks at it.;Anhänger, Sonnengesicht, matt AB;AB: Aurore Boréale Spiegeleffekt
70464;Pendant, Sun, Frosted AB;A cute pendant that features the face of the sun. Chic and unique, it will make everyone smile who looks at it.;Anhänger, Sonne, matt AB;AB: Aurore Boréale Spiegeleffekt
70467;CANDLE HOLDER, CHERUB, SILVER-PLATED;A wonderful small Cherub for decoration which doubles as a candle holder and is silver plated with anti-oxidation protection. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Teelicht, Engel, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70470;fairy, with Components,;A wonderful small fairy for decoration which is silver plated with anti-oxidation protection. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Elfe, mit Glas Stein kristall klar;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70471;Hanging Decoration, Angel, Gold Plated;The gold plated angel is adorned with some beautiful crystal glass elements. A wonderful ornament for a cosy home. It can even be hung on a christmas tree or elsewhere in the house.;Hängedekoration, Engel;Artikel mit Kristall-Glas, gold-plattiert
70472;BELL, CRYSTAL ELEMENTS, GOLD-PLATED;A wonderful little Bell for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Hängedekoration, Glocke;Artikel mit Kristall-Glas, gold-plattiert
70475;Santa Maria, with Components,;A wonderful Santa Maria ship for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Santa Maria, mit Glas-Steinen;gold-plattiert
70476;Mini-Car, crystals, gold;A wonderful Mini car for decoration which is gold plated with 24 ct gold. The wheels are movable and the ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Kleines Auto, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Räder beweglich
70485;Glass Base, For Glass Balls, 30-100mm;This glass base is perfect for holding one of our glass ball decoration ornaments. It holds balls with a diameter between 30mm and 100mm.;Glasfuß, passend für Kugeln 30-100mm;-
70490;scale, crystals, gold;A wonderful old-fashion scale for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals on the movable scale plates which let the adornment look beautiful and stunning!;Waage, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Waagschalen beweglich
70491;Peacock, Crystal Elements, Gold Plated;This decoration item represents a detailed peacock with glass crystal elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home! Build your own little zoo of all our animal crystal ornaments.;Pfau, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70492;swan, crystals, gold;A wonderful swan for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated in the swan wings which let the adornment look beautiful and stunning!;Schwan, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70493;DEER, CRYSTAL ELEMENTS, GOLD-PLATED;A wonderful Deer for decoration which is gold plated with 24 ct gold. The ornament has glass crystals incorporated in the deer's belly which let the adornment look beautiful and stunning!;Hirsch, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70495;;;Schnecke, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert
70497;;;Gießkanne, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert, Henkel beweglich
70500;;;Blumenschubkarre, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Blumen herausnehmbar
70501;Cross, Crystal Elements, Gold Plated;This decoration item represents a detailed cross with glass crystal elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Hängedekoration, Kreuz;Artikel mit Kristall-Glas, gold-plattiert
70506;SUNCATCHER SPIDER, CRYSTAL ELEMENTS, GOLD-PLATED;;Suncatcher, Spinne im Netz;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, silber-plattiert, anlaufgeschützt
70507;Violin, Crystal Elements, Silver Plated;This ornament is a beautiful decoration item with glass crystal elements. The silver plating is of best quality and will let the ornament shine in every home. The item is rhodium plated and therefore protected from tarnishing.;Violine, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70508;;;Suncatcher, Schmetterling;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70509;Suncatcher, Dragonfly, Crystal Elements, Silver Plated;This decoration item is a beautiful suncatcher shaped as a dragonfly with crystal glass elements and a silver plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home! The surface is rhodium plated for protecting the ornament from tarnishing.;Suncatcher, Libelle;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70511;Suncatcher, Hummingbird, Crystal Elements;This ornament is a beautiful decoration item with glass crystal elements. The silver plating is of best quality and will let the ornament shine in every home. The item is rhodium plated and therefore protected from tarnishing.;Suncatcher, Kolibri;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70512;;;Suncatcher, Spinne;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70513;Suncatcher, Bumblebee, Crystals, Silver Plated;This decoration item is a beautiful suncatcher shaped as a bumblebee with crystal glass elements and a silver plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home! The surface is rhodium plated for protecting the ornament from tarnishing.;Suncatcher, Hummel;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70514;Suncatcher, Chafer, Crystals, Silver Plated;This decoration item is a beautiful suncatcher shaped as a chafer with crystal glass elements and a silver plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home! The surface is rhodium plated for protecting the ornament from tarnishing.;Suncatcher, Käfer;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70515;;;Hängedekoration, Schneeflocke;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70517;;;Hubschrauber, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt, Rotorblätter beweglich
70518;carriage, crystals, silver;A wonderful old-fashioned carriage for decoration which is silver plated with an anti-oxidation protection. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Kutsche, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70520;fairy, crystals blue, silver;A wonderful small fairy for decoration which is silver plated with an anti-tarnishing protection. The ornament has blue  glass crystals incorporated which let the adornment look beautiful and stunning!;Elfe, mit Glas-Steinen hellblau;Artikel mit Kristall-Glas blau, silber-plattiert, anlaufgeschützt
70521;;;Tischdekoration, Sonnenblume im Topf;Artikel mit Kristall-Glas topasfarben, silber-plattiert, anlaufgeschützt
70522;fairy, crystals red, silver;A wonderful small fairy for decoration which is silver plated with an anti-tarnishing protection. The ornament has red  glass crystals incorporated which let the adornment look beautiful and stunning!;Elfe, mit Glas-Steinen bordeaux;Artikel mit Kristall-Glas rot, silber-plattiert, anlaufgeschützt
70523;FAIRY, CRYSTAL ELEMENTS ROSALIN;A wonderful small fairy for decoration which is silver plated with an anti-tarnishing protection. The ornament has pink glass crystals incorporated which let the adornment look beautiful and stunning!;Elfe, mit Glas-Steinen rosalin;Artikel mit Kristall-Glas rosa, silber-plattiert, anlaufgeschützt
70524;SAILING SHIP, CRYSTAL ELEMENTS, BLUE;A wonderful Sail ship for decoration which is silver plated with an anti-tarnishing protection. The ornament has blue glass crystals incorporated which let the adornment look beautiful and stunning!;Segelschiff, mit Glas-Steinen;Artikel mit Kristall-Glas blau, silber-plattiert, anlaufgeschützt
70525;Flower, Crystal Elements, Silver Plated;This decoration item is a beautiful flower with a ruby coloured glass crystal element and a silver plated surface. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home! The surface is rhodium plated for protecting the ornament from tarnishing.;Tischdekoration, Blume im Topf;Artikel mit Kristall-Glas rot, silber-plattiert, anlaufgeschützt
70526;EAGLE, CRYSTAL ELEMENTS, SILVER-PLATED;A wonderful Eagle for decoration which is silver plated with an anti-tarnishing protection. The ornament has glass crystals incorporated which let the adornment look beautiful and stunning!;Adler, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70527;Angel, Crystal Elements;This ornament is a beautiful decoration item with glass crystal elements. The silver plating is of best quality and will let the ornament shine in every home. The item is rhodium plated and therefore protected from tarnishing.;Hängedekoration, Engel;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70528;;;Tischdekoration, Tulpe im Topf;Artikel mit Kristall-Glas hellblau, silber-plattiert, anlaufgeschützt
70529;Elephant, Crystal Elements, Silver Plated;This decoration item is a beautiful elephant with glass crystal elements and a silver plated surface. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home! The surface is rhodium plated for protecting the ornament from tarnishing.;Elefant, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70530;motorcycle, crystals, silver;A wonderful small motorcycle for decoration which is silver plated with an anti-tarnishing protection. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Motorrad, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt, Lenker und Räder beweglich
70531;DEER, CRYSTAL ELEMENTS, SILVER, NEW;A wonderful Deer for decoration which is silver plated with an anti-tarnishing protection. The ornament has glass crystals incorporated which let the adornment look beautiful and stunning!;Hängedekoration - Hirsch;Artikel mit Kristall-Glas, Silber-plattiert, anlaufgeschützt
70532;small elephant, crystals;A wonderful small elephant for decoration which is silver plated with an anti-tarnishing protection. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Kleiner Elefant, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70534;Highheel, Crystal Elements, Silver Plated;This decoration item is a beautiful highheel with glass crystal elements, a ruby coloured glass stone and a silver plated surface. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home! The surface is rhodium plated for protecting the ornament from tarnishing.;Damenschuh, mit Glas Stein;Artikel mit Kristall-Glas bordeaux, silber-plattiert, anlaufgeschützt
70535;WEDDING BELL, CRYSTAL ELEMENTS, SILVER, NEW;A wonderful Wedding Bell for decoration which is silver plated with an anti-tarnishing protection. The ornament has glass crystals incorporated which let the adornment look beautiful and stunning!;Hängedekoration, Glocke;Artikel mit Kristall-Glas, Silber-plattiert, anlaufgeschützt
70536;Suncatcher, SUN, Chrystal elements, Silver-Plated;A wonderful stylized Sun for decoration which is silver plated with an anti-tarnishing protection. The ornament has glass crystals incorporated which let the adornment look beautiful and stunning!;Suncatcher, Sonne;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf mit Magnetpin ist mit enthalten, silber-plattiert, anlaufgeschützt
70537;Beach Buggy, Crystal Elements, Silver Plated;This decoration item is a beautiful beach buggy with orange glass crystal elements and a silver plated surface. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home! The surface is rhodium plated for protecting the ornament from tarnishing.;Beach Buggy - mit Glas-Steinen;Artikel mit Kristall-Glas topasfarben, Silber-plattiert, anlaufgeschützt, Räder beweglich
70538;angel, crystals, silver;A wonderful small angel for decoration which is silver plated with an anti-tarnishing protection. The ornament has red  glass crystals incorporated which let the adornment look beautiful and stunning!;Liegender Engel - mit Glas-Steinen;Artikel mit Kristall-Glas bordeaux, Silber-plattiert, anlaufgeschützt
70539;Octopus, Orange, Crystal Elements, Silver Plated;This decoration item is a beautiful orange octupus with glass crystal elements and a silver plated surface. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Krake, mit Glas-Steinen;weißbronze, orange emailliert, viele Glassteine auf den Armen
70540;BUTTERFLIES, CRYSTAL ELEMENTS, SILVER;Some wonderful Butterflies for decoration which are silver plated with an anti-tarnishing protection. The ornament has red and pink glass crystals incorporated which let the adornment look beautiful and stunning!;Hängedekoration, 3 Schmetterlinge;Artikel mit Kristall-Glas rosa und bordeaux, Silber-plattiert, anlaufgeschützt
70541;suncatcher butterfly, crystals;A wonderful small butterfly for decoration which is gold plated with 24 ct gold. The ornament has red and purple coloured  glass crystals incorporated which let the adornment look beautiful and stunning! It can be attached to windows or mirrors since it has a suction cup included.;Suncatcher, Schmetterling rot;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70542;Suncatcher, Butterfly, Crystal Elements;This decoration item is a beautiful suncatcher shaped as a butterfly with crystal glass elements and a gold plated surface. The ornament comes with a suction cup for attaching it to a window or mirror. It can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Suncatcher, Schmetterling violett;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70543;turtle, crystals, gold plated;A wonderful small turtle for decoration which is gold plated 24 ct gold. The ornament has yellow/brown  glass crystals incorporated which let the adornment look beautiful and stunning!;Schildkröte, mit Glas-Steinen;Artikel mit Kristall-Glas topasfarben, gold-plattiert
70544;parrot, crystals, gold;A wonderful small parrot for decoration which is gold plated with 24 ct gold. The ornament has colourful  glass crystals incorporated which let the adornment look beautiful and stunning!;Papagei, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Kristalle blau-violett, Zweig mit Blume emailliert
70545;Eagle, Crystal Elements, Gold Plated;This decoration item is a beautiful eagle with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Adler, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Kristalle blau-violett
70547;turtle, crystals, gold;A wonderful small turtle for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Schildkröte, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70548;Mouse/ Rat, Crystal Elements, Gold Plated;This decoration item is an adorable mouse/rat with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Ratte, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70549;Tropical Fish, Crystal Elements, Gold Plated;This decoration item represents a tropical fish with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Tropenfisch, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70551;Crab, Crystal Elements, Gold Plated;This decoration item represents a crab with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Krabbe, mit Glas-Steinen;auch Taschenkrebs genannt, Artikel mit Kristall-Glas, gold-plattiert
70552;Scorpio, Crystal Elements, 24K Gold Plated;A wonderful small scorpion for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Skorpion, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70553;lion, crystals, gold plated;A wonderful small lion for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Löwe, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70554;Goat, Crystal Elements, Gold Plated;This decoration item represents a billy goat with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Widder, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70555;saggitarius, crystals, gold;A wonderful small saggitarius for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Schütze, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70556;penguin, crystals, gold;A wonderful small penguin for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Pinguin, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70557;Elephant, Crystal Elements, 24K Gold Plated;A wonderful small elephant for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Kleiner Elefant, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70558;Rooster, Crystal Elements, Gold Plated;This decoration item represents a rooster with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Hahn, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Beine federn
70559;Music Box, Ballet Dancer, Crystals Elements;This highly desirable colletible is made for a very special person! The music box has a diameter of 80mm and the rotary base is approximately 43mm high. It is coated with a beautiful mirror mosaic and it plays the musical piece -Memory- from the musical -CATS-. On the music box stans a beautiful ballet dancer figure. Her skirt is adorned with three large polished glass crystals and the surface is sophisticatedly gold plated.;Spieluhr, Ballerina;Artikel mit Kristall-Glas, gold-plattiert, Musik: MEMORY aus dem Musical CATS
70564;Hanging Decoration, Deer, Glass Crystals;This home decoration item is shaped as a beautiful deer and has some eyecatching glass crystal elements that make the reindeer look stunning! It can be hung onto a christmas tree or elsewhere and serves also great as a gift to a special person.;Hängedekoration, Hirsch;Artikel mit Kristall-Glas, gold-plattiert
70565;Bear, Crystal Elements, Gold Plated;This decoration item represents an adorable bear with crystal glass elements and a gold plated surface. The bear sits on a small silver coloured case, which is rhodium plated for protecting it from tarnishing. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Schmuckdose Herz - Bär mit Herz pink;Artikel mit Kristall-Glas, Box silber-plattiert, anlaufgeschützt, Bär gold-plattiert
70570;Humming Bird, Suncatcher, Crystal Elements;A wonderful Humminbird for decoration which is gold plated with an anti-tarnishing protection. The ornament has glass crystals incorporated which let the adornment look beautiful and stunning!;Suncatcher, Kolibri;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, gold-plattiert
70572;Suncatcher Bumblebee, Crystal Elements;Careful, do not open your window or else this adorable bumblebee might escape from your decoration collection! The suncatcher is great for putting it on your window pane or on a mirrow, where the three large polished glass crystals can sparkle in the sun. The suncatcher can be attached by a small suction pad and a magnetical pin, which comes with the decoration piece. A wonderful gift and a great collectible!;Suncatcher, Hummel;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten gold-plattiert
70573;;;Suncatcher, Käfer;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, gold-plattiert
70574;Suncatcher, Sun, Crystal Elements, Gold Plated;This decoration articla has a wonderful crystal glass elements in the sun´s middle. It can be a wonderful decoration for a window or a mirrow. The decoration object includes on suction cup with a magnet pin. The entire piece is sophisticatedly gold plated.;Suncatcher, Sonne;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, gold-plattiert
70575;Giraffe, Crystal Elements, Gold Plated;This decoration item represents a detailed giraffe with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home! Build your own zoo of our elegant animal ornaments.;Giraffe, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70576;babyshoes, crystals pink;A wonderful small pair of baby shoes for decoration which is gold plated with 24 ct gold. The ornament has pink  glass crystals incorporated and a pink bow to hold them together which let the adornment look beautiful and stunning!;1 Paar Babyschuhe, mit Glas-Steinen;Artikel mit Kristall-Glas rosa, gold-plattiert, verbunden mit rosa Satinband
70577;babyshoes, crystals blue;A wonderful small pair of baby shoes for decoration which is gold plated with 24 ct gold. The ornament has blue  glass crystals incorporated and a blue bow to hold them together which let the adornment look beautiful and stunning!;1 Paar Babyschuhe, mit Glas-Steinen;Artikel mit Kristall-Glas hellblau, gold-plattiert, verbunden mit hellblauem Satinband
70578;;;Liegender Engel - mit Glas-Steinen;-
70579;aeroplane, crystals, gold;A wonderful small aeroplane for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Kleines Flugzeug, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Propeller beweglich
70580;Swing with 2 Aeroplanes, Crystals, Gold Plated;This decoration item represents a unique swing with two flying aeroplanes that have crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Pendel mit 2 kleinen Flugzeugen;Artikel mit Kristall-Glas, die Pendel rotieren 360 Grad um Ständer, Propeller beweglich, gold-plattiert
70581;Star, Crystal Elements, Gold Plated;This decoration item represents a wonderful star with a ruby glass crystal element and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Stern, gold-plattiert, Glas Stein;zum Aufhängen mit 50mm Kette, gold-plattiert, Artikel mit Kristall-Glas
70582;Star, Crystal Elements, Silver Plated;This decoration item represents a wonderful star with a ruby glass crystal element and a silver plated surface. The star is rhodium plated to protect the decoration item from tarnishing over the years. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Stern, silber-plattiert, Glas Stein;zum Aufhängen mit 50mm Kette, Silber plattiert, Artikel mit Kristall-Glas
70583;ANGEL, CRYSTAL ELEMENTS, GOLD;A wonderful Angel for decoration which is gold plated with 24 ct gold. The ornament has pink glass crystals incorporated which let the adornment look beautiful and stunning!;Engel, bordeaux Glas, gold-plated;Artikel mit Kristall-Glas, gold-plattiert
70586;Pisces, Crystal Elements, 24K Gold Plated;A wonderful small pair of pisces as a zodiac sign for decoration which is gold plated with 24K gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Sternzeichen, Fische, gold-plattiert;Artikel mit Kristall-Glas, gold-plattiert
70587;Owl on Enameled Branch, Glass Crystals, Gold Plated;A wonderful small owl, sitting on an enameled branch stand for decoration. It is gold plated with 24K gold. The ornament has  glass crystals incorporated, which let the adornment look beautiful and stunning!;Eule, auf emailliertem Zweig, Glas;Artikel mit Kristall-Glas, gold-plattiert
70590;cat, crystals, gold;A wonderful small cat for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Katze mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70591;Saxophone, Crystal Elements, Gold Plated;This is an extraordinary gift for all music lovers! A very detailed saxophone is decorated with several small glass crystal elements and two large polished glass crystals. Last but not least, the saxophone is standing in a stand of proper style. The surface is sophisticatedly gold plated. With this little decoration item you cannot play music, but you can still delight the heart of a lovable person!;Saxophon mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70593;HEART & BUTTERFLY, CRYSTAL ELEMENTS, SILVER;A wonderful small cat for decoration which is silver plated for tarnishing protection. The ornament has pink glass crystals incorporated which let the adornment look beautiful and stunning!;Herz mit Schmetterling;Artikel mit Kristall-Glas rot, silber-plattiert, anlaufgeschützt
70595;Lantern, Crystal Elements, Gold Plated;This decoration item represents a detailed lantern with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Laterne, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70596;Wishing Well, Crystal Elements, Gold Plated;This decoration item represents a detailed wishing well house with crystal glass elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Wunschbrunnen, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70597;Candy, Crystal Elements, Gold Plated;This decoration item represents a detailed, wrapped candy with a purple glass crystal element and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Bonbon, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70598;Purse, Crystal Elements, Gold Plated;This decoration item represents a detailed purse with glass crystal elements and a gold plated surface. The ornament can serve as a perfect gift and it can also be a wonderful accessory for a chic home!;Damenhandtasche, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70599;Eiffel Tower, Crystal Elements, Gold Plated;Dreaming of the Paris? You can now have the little Eiffel Tower right in your living room. The emblem of the french capital is gold plated and adorned with 4 large glass crystals. A wonderful decoration!;Eiffelturm, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70601;Capricorn, with Components;A wonderful small Capricorn as a zodiac sign for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Steinbock, Sternzeichen Glas;Artikel mit Kristall-Glas, gold-plattiert
70602;Aquarius, with Components;A wonderful small Aquarius as a zodiac sign for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Wassermann, Sternzeichen Glas;Artikel mit Kristall-Glas, gold-plattiert
70603;Pisces, with Components;A wonderful small pair of pisces as a zodiac sign for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Fische, Sternzeichen Glas;Artikel mit Kristall-Glas, gold-plattiert
70604;Aries, with Components;A wonderful small Aries as a zodiac sign for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Widder, Sternzeichen Glas;Artikel mit Kristall-Glas, gold-plattiert
70605;Taurus, with Components;A wonderful small Taurus as a zodiac sign for decoration which is gold plated with 24 ct gold. The ornament has  glass crystals incorporated which let the adornment look beautiful and stunning!;Stier, Sternzeichen Glas;Artikel mit Kristall-Glas, gold-plattiert
70606;Gemini, Crystal Elements, Gold Plated;This decoration item represents a detailed Gemini with glass crystal elements and a gold plated surface. The ornament represents a zodiac sign and can therefore serve as a symbolic gift but it can also be a wonderful accessory for a chic home!;Zwillinge, Sternzeichen Glas;Artikel mit Kristall-Glas, gold-plattiert
70607;Cancer, Crystal Elements, Gold Plated;This decoration item represents a detailed Cancer with glass crystal elements and a gold plated surface. The ornament represents a zodiac sign and can therefore serve as a symbolic gift but it can also be a wonderful accessory for a chic home!;Krebs, Sternzeichen Glas;Artikel mit Kristall-Glas, gold-plattiert
